Resource_Name;County;Longitude;Latitude;
Alligerville Historic District;Ulster;-74.176869;41.79644893;
Philmont Historic District;Columbia;-73.64758169;42.24937726;
United States Post Office-Dobbs Ferry;Westchester;-73.87449526;41.01521328;
Schoolhouse No. 5;Delaware;-75.08550062;42.26790734;
Clinton-Columbia Historic District;Chemung;-76.8152217;42.09246006;
Queens County Savings Bank, Kew Gardens Hills Branch;Queens;-73.82012362;40.72277949;
Nichols High School;Tioga;-76.36472462;42.02055462;
The Annunciation School;Erie;-78.88844849;42.91984713;
Trinity Episcopal Church and Parish House;Jefferson;-75.91493109;43.97356873;
Public School No. 10;Rensselaer;-73.69247241;42.72283764;
Pratt Homestead;Columbia;-73.54632516;42.32686702;
Brooklyn Museum;Kings;-73.96365378;40.67103618;
Lance Farm;Jefferson;-76.24982815;43.98923354;
Swart House and Tavern;Schenectady;-74.05002766;42.88689891;
Empire State Building;New York;-73.98571064;40.74846153;
West Meadow Beach Cottages Historic District;Suffolk;-73.14555253;40.93463092;
Quarters A;Kings;-73.98037151;40.70225666;
Bunche, Ralph, House;Queens;-73.83699204;40.70643948;
Holyrood Protestant Episcopal Church;New York;-73.93840714;40.84943606;
Seward, William H., House;Cayuga;-76.5665242;42.929334;
St. James Chapel (All Souls Episcopal Church);Suffolk;-73.14673421;40.91580052;
Buffalo Public School No. 63;Erie;-78.82468992;42.94743883;
Delaware and Hudson Railroad Passenger Station;Albany;-74.03292156;42.7009156;
Bates Round Barn;Chenango;-75.80157605;42.30260683;
LeRay Mansion;Jefferson;-75.76268411;44.04992973;
Lower Shavertown Covered Bridge;Delaware;-75.01309458;41.92337321;
Macy, R. H., and Company Store;New York;-73.98910465;40.75082264;
Lasher, George, House;Schenectady;-74.15445298;42.83624848;
Dyer, Reuter, House;Jefferson;-76.28630886;44.10330797;
West Somers Methodist-Episcopal Church & Cemetery;Westchester;-73.75121873;41.33077992;
Oakwood Avenue Presbyterian Church;Rensselaer;-73.67992429;42.73987022;
Blinn-Pulver Farmhouse;Columbia;-73.60319638;42.34918718;
Valcour Bay;Clinton;-73.43332561;44.62367527;
First Presbyterian Church of Lewiston and Village Cemetery;Niagara;-79.0411377;43.17041509;
Miller, Paschal, House;St. Lawrence;-75.64911412;44.58797232;
Buffalo Public School #57 (PS57);Erie;-78.83490994;42.8929528;
Gold Seal Winery;Steuben;-77.18432055;42.45670981;
Rockville Cemetery and Mariners Mounment;Nassau;-73.65910548;40.65956338;
Lanier, James F.D., Residence;New York;-73.97964385;40.74749252;
New Scotland Avenue (Troop B) Armory;Albany;-73.78150135;42.65221432;
Hawkins Homestead;Suffolk;-73.13820592;40.92930858;
Gates-Livermore Cobblestone;Monroe;-77.58064857;42.99223336;
French Family Farm;St. Lawrence;-75.07176806;44.63920603;
Broadway Historic District Expansion;Saratoga;-73.78645801;43.09133683;
Glimmerglass Historic District;Otsego;-74.90290365;42.75664725;
Fernwood Park Historic District;Monroe;-77.56245016;43.18021362;
Loudon Road Historic District;Albany;-73.75414535;42.70082965;
Wading River Radio Station;Suffolk;-72.84055859;40.96807891;
Draper House;Livingston;-77.61226847;42.90981234;
Hedge Lawn (Jermain House);Albany;-73.71507378;42.7060917;
Huyler Building;Erie;-78.87601312;42.89451374;
Franklin Square Historic District;Saratoga;-73.7896114;43.08223893;
State Street Historic District;Jefferson;-75.60990062;43.97773932;
Zion Episcopal Church and Rectory;St. Lawrence;-74.93904481;44.55371523;
St. Paul's Episcopal Church;Jefferson;-75.9074442;43.97195539;
Snowy Mountain Fire Observation Station;Hamilton;-74.36322351;43.70610082;
Rondout-West Strand Historic District;Ulster;-73.98699853;41.91871107;
Red Brick Church;Wayne;-77.01037358;43.19959773;
Gates Hall and Pultneyville Public Square;Wayne;-77.18638073;43.27961138;
Thompson House;Suffolk;-73.11746979;40.93353998;
Stony Point District School No. 4;Rockland;-74.02150788;41.2379111;
Upland Lawn;Orange;-74.01986278;41.44073355;
Gifford Grange Hall;Albany;-74.01465477;42.74018722;
Sherman Free Library;Essex;-73.46009483;44.04751389;
Wynkoop, Cornelius, Stone House;Ulster;-74.14217142;41.84714336;
Woodstock Music Festival Site;Sullivan;-74.88606415;41.70232528;
Flatiron Building;New York;-73.98965301;40.74100051;
House at 107 Stroud Street;Madison;-75.7614917;43.07444743;
Edwards Town Hall;St. Lawrence;-75.25168384;44.32473861;
Oak Knitting;Onondaga;-76.15607649;43.05963019;
St. Paul's Methodist Episcopal Church and Parsonage;Onondaga;-76.15085784;43.0023029;
St. Ann's Episcopal Church and Rectory;Suffolk;-73.0754913;40.73618153;
Bowling Green Fence and Park;New York;-74.01364116;40.70500693;
Niskayuna Railroad Station;Schenectady;-73.82338896;42.7776783;
Everett ,Dr. Hovey, House;Chemung;-76.69289762;42.03808411;
East Irvington School;Westchester;-73.84768649;41.04654502;
Sheltered Workshop for the Disabled Building;Broome;-75.90393737;42.10014009;
Bogardus-Dewindt House;Dutchess;-73.97895785;41.51060523;
Beers Bridge;Essex;-73.78221261;44.16978839;
City Pier A;New York;-74.01792663;40.70443362;
Thompson, W.B., Mansion;Westchester;-73.88410149;40.97279205;
Tappan Historic District;Rockland;-73.94876318;41.02242577;
Penfield Road Historic District;Monroe;-77.47173276;43.13149564;
Auclair-Button Farmstead;Rensselaer;-73.57260705;42.81820285;
South Otselic Historic District;Chenango;-75.78196735;42.64714689;
Erskine L. Seeley House;Delaware;-74.61335428;42.40780268;
St. Mary's Church;Albany;-73.75272998;42.65190066;
Wedgeway Building;Schenectady;-73.94389029;42.81482553;
Masten-Quinn Residence;Sullivan;-74.48113548;41.57706401;
Palace Theatre;Albany;-73.75029498;42.65503297;
Bank of the Metropolis;New York;-73.99114261;40.73687648;
Sixth Street, Building at 94;Nassau;-73.63879026;40.72213438;
Jewish Center of Kings Highway;Kings;-73.96093007;40.60988255;
Whitestown Town Hall (Court House);Oneida;-75.29136009;43.12134089;
Our Lady of Victory Basilica Complex;Erie;-78.82276347;42.82570978;
Public School 35;New York;-73.96589908;40.75488454;
Mariaville Historic District;Schenectady;-74.13600238;42.8285554;
The USCO church at Garnerville;Rockland;-73.9950113;41.20671508;
Gansevoort/East Steuben Streets Historic District;Steuben;-77.31468516;42.33390248;
Monroe Village Historic District;Orange;-74.18517028;41.32455817;
Lower Main Street Historic District;Dutchess;-73.97526022;41.50774739;
Alexandra Apartment Hotel;Schenectady;-73.94913854;42.81549274;
Ten Broeck Stone House;Ulster;-74.00990251;41.93451768;
Sweet Briar;Livingston;-77.8324619;42.77261306;
The Manor Club;Westchester;-73.80377632;40.89154414;
9757 State Route 812, Croghan;Lewis;-75.39239569;43.89255421;
Loew's Kameo Theater;Kings;-73.9509829;40.66934124;
Concourse Yard Entry Buildings (IND);Bronx;-73.8889064;40.87630867;
Ford Block;Otsego;-75.06184283;42.45371687;
Cragston Dependencies;Orange;-73.97073911;41.3523344;
Goose Hill Road Historic District;Suffolk;-73.45270719;40.87829311;
Turtle Bay Gardens Historic District;New York;-73.97006341;40.75430667;
Race Rock Lighthouse;Suffolk;-72.04705434;41.24358403;
Northport Veterans Administration Hospital Historic District;Suffolk;-73.30920593;40.89589653;
Farmer's National Bank & W.H. Hughes Slate Company Office;Washington;-73.26060154;43.40781594;
Poughkeepsie City Hall;Dutchess;-73.92977322;41.70421879;
Plattsburgh Bay;Clinton;-73.4138241;44.6875462;
Booth, O. H., Hose Company;Dutchess;-73.91747006;41.70011766;
Bute-Warner-Truax Farm;Schoharie;-74.65677963;42.57412791;
Pleasant Lawn Cemetery;Oswego;-76.14020762;43.40226583;
Oatka Cemetery;Monroe;-77.76759151;43.01325327;
Concordia Cemetery;Erie;-78.81973046;42.90617508;
Estabrook Octagon House;Rensselaer;-73.35227915;42.89614556;
Morss Homestead/Federal City Homestead;Greene;-74.39511288;42.31082545;
Germania Wine Cellars;Steuben;-77.24915511;42.4037257;
Fort Ontario;Oswego;-76.50818979;43.46588606;
Morris Village Historic District;Otsego;-75.24674854;42.54661224;
New York Cotton Exchange (India House);New York;-74.00983533;40.70452005;
U.S. Post Office-Ogdensburg;St. Lawrence;-75.49150582;44.69555026;
Minisink Battlefield;Sullivan;-74.97092763;41.48830855;
Sixteen Mile District;Columbia;-73.92963674;41.97805465;
Wombough, William, House;Steuben;-77.21885747;42.11551713;
SoHo Historic District;New York;-74.00055399;40.72303413;
John Jackson II House;Nassau;-73.50918274;40.68779206;
Copcutt, John, Mansion;Westchester;-73.89212614;40.93581821;
Eighth Regiment Armory (Kingsbridge Armory);Bronx;-73.89825145;40.86847842;
Sisters of St. Dominic Motherhouse Complex;Suffolk;-73.40193544;40.70510802;
St. Nicholas' Ukranian Catholic Church;Albany;-73.70300361;42.73442006;
West Newark Congregational Church;Tioga;-76.23560684;42.2425006;
Barnard Cobblestone House;Livingston;-77.61636713;42.9028999;
Elmira Civic Historic District;Chemung;-76.80258496;42.09064214;
Swan, Edward H., House;Nassau;-73.50352319;40.87705798;
Little York Pavilion;Cortland;-76.15228792;42.71017378;
Beth-El Jewish Center of Flatbush;Kings;-73.95944497;40.60115423;
United States Post Office-Angola;Erie;-79.0280674;42.63983923;
Thornden Park;Onondaga;-76.12591994;43.04176992;
Middle Island Presbyterian Church;Suffolk;-72.96315212;40.87855553;
Spencer Residence;Onondaga;-76.12591485;43.0330814;
Carney-Gatfield House;Orange;-74.05391798;41.41166214;
Offerman Building;Kings;-73.98488105;40.69096791;
St. Regis Mountain Fire Observation Station;Franklin;-74.32144382;44.41062893;
Leon United Methodist Church;Cattaraugus;-79.01700884;42.29330771;
Lock Tender's House and Canal Store Ruin;Ulster;-74.13087886;41.82319609;
Suydam House;Suffolk;-73.36704566;40.88531452;
Buffalo State Hospital;Erie;-78.88431068;42.92986837;
Sunnyslope;Bronx;-73.88685221;40.81717315;
Van Wagenen, Jacobus, Stone House;Ulster;-74.1763999;41.80398107;
"The Colonial Flats; The Colonial Annex";Erie;-78.87482174;42.8951407;
St. Margaret's Home;Dutchess;-73.88191854;41.98105012;
Main Street Historic District;Orleans;-78.38706028;43.21979557;
Thompson, Henry Dwight, House;Chautauqua;-79.56883133;42.31724598;
Terra Cotta Building;Allegany;-77.78912214;42.25651838;
Stanton Street Shul;New York;-73.98386575;40.72026926;
Farmers' and Merchants' Bank;Ontario;-76.98362713;42.86746614;
Sedgwick House;Steuben;-77.3179714;42.34093736;
Sloan Cottage;Franklin;-74.13547269;44.3225664;
Franklin Square National Bank;Nassau;-73.67466198;40.70700761;
Blaisdell, Fletcher, Farm Complex;Albany;-73.79950523;42.47235833;
Grand Central Terminal (Boundary Increase: Park Avenue Viaduct);New York;-73.97808008;40.75155894;
Hudson/Athens Lighthouse;Greene;-73.80868591;42.25201631;
Jewett Refrigerator Company Factory;Erie;-78.88997087;42.9429272;
First Congregational Church of Middletown;Orange;-74.41888393;41.44575594;
Barna C. Roup House;Wyoming;-78.00116181;42.71735196;
Old Fort House;Washington;-73.58158528;43.26163703;
South Presbyterian Church;Westchester;-73.87240005;41.01482262;
Bay Ridge United Methodist Church;Kings;-74.02456731;40.63362797;
Adirondack Iron and Steel Company;Essex;-74.05883142;44.07939372;
West Main Street / James Street Historic District;Otsego;-74.98812363;42.85341833;
Velzer, N., House and Caretaker's Cottage;Suffolk;-73.36343187;40.88631136;
Forest Park Carousel;Queens;-73.85674343;40.70040234;
Rolling Ridge Farm;Madison;-75.84559618;42.91276912;
Duane Methodist Episcopal Church;Franklin;-74.26247494;44.65950763;
Public Bath House #2;Westchester;-73.88806074;40.94061885;
Myers, Stephen Residence;Albany;-73.75456224;42.6610085;
Dykman, J. Y., Store;Putnam;-73.9487877;41.42336082;
"Vanderbilt, William K., Estate Eagle's Nest""""";Suffolk;-73.36764739;40.9053313;
Martin, D. D., House Complex;Erie;-78.84809327;42.93631387;
Stephen Phelps Residence;Monroe;-77.39162032;43.12659498;
Fleming, Bryant, House;Wyoming;-78.0919807;42.83147933;
Public School 15;Bronx;-73.8306181;40.89094424;
United States Post Office-Pearl River;Rockland;-74.02202285;41.05776212;
Rippey Cobblestone House;Ontario;-77.03827445;42.8406408;
Yawger, Peter, House;Cayuga;-76.70711344;42.88961524;
Manhasset Monthly Meeting of the Society of Friends;Nassau;-73.69418866;40.79367089;
Peekskill Freight Depot;Westchester;-73.92947349;41.28772678;
Old Orchard Shoal Light Station;Richmond;-74.09884744;40.51233434;
Ivey Delph Apartments;New York;-73.94660939;40.82207543;
240 Central Park South;New York;-73.9811777;40.76731928;
Greece Memorial Hall;Monroe;-77.69494421;43.20928508;
Sullivan, Ed, Theater;New York;-73.98320035;40.76380518;
Avery Farmhouse;Schenectady;-74.23529511;42.77147605;
Vale Cemetery and Vale Park;Schenectady;-73.92859218;42.80814311;
Hasbrouck, Judge Jonathan, House;Ulster;-74.11346315;42.04127023;
O'Brien General Store and Post Office;Dutchess;-73.95116748;41.91979597;
Clifton Springs Sanitarium Historic District;Ontario;-77.13548944;42.9616766;
Wood, John, House;Suffolk;-73.42486121;40.85281462;
House at 233 James Street;Madison;-75.75954469;43.07504568;
Trinity-St. Paul's Episcopal Church;Westchester;-73.78466615;40.90944801;
Hurd and Fitzgerald Building;Oneida;-75.22289497;43.10335062;
Washington Square Historic District;Oswego;-76.50464833;43.45683166;
Wood, Joseph, House;Suffolk;-73.08422474;40.72983759;
86th Street Subway Station (Dual System IRT);New York;-73.95556424;40.77953585;
Townsend, Henry, House;Suffolk;-73.43773321;40.8810614;
Christ Episcopal Church;Chemung;-76.72731569;42.0150982;
York Hall;Suffolk;-73.2356153;40.89670026;
Gere Bank Building;Onondaga;-76.15148191;43.05071341;
Armour-Stiner House;Westchester;-73.87023861;41.03069347;
Brown-Ellis House;Ulster;-74.04018696;41.70331235;
Old Town Green Historic District;Suffolk;-73.41523333;40.87547898;
Niskayuna Reformed Church;Schenectady;-73.83156678;42.77652662;
69th Street Transfer Bridge of the New York Central Railroad;New York;-73.98970669;40.77920273;
Thousand Island Park Historic District Expansion;Jefferson;-76.02925857;44.28919799;
Sherwood Equal Rights Historic District;Cayuga;-76.62092575;42.76175091;
Himrod Baptist Church;Yates;-76.95446478;42.58927789;
Belknap Stone House;Orange;-74.09128888;41.50962678;
Hair, Uriah, House;Yates;-76.97642664;42.53163943;
Sennett Federated Church and Parsonage;Cayuga;-76.53344305;42.99400295;
Sage, Russell, Memorial Church;Queens;-73.7470899;40.60966879;
Bloomville Methodist Episcopal Church;Delaware;-74.8094222;42.33294878;
Bouwerie;Columbia;-73.81239814;42.09028398;
Ridgewood Fresh Pond Road-Myrtle Avenue Historic District;Queens;-73.89911136;40.70297385;
Naval Armory--Convention Hall;Monroe;-77.60505503;43.1524815;
Hopper, Edward, Birthplasce and Boyhood Home;Rockland;-73.91810486;41.09329216;
Chambers Street Subway Station (BMT);New York;-74.003832;40.71339527;
Warren-Benham House;Ontario;-77.3403267;42.74468463;
Public Square Historic District (Boundary Expansion);Jefferson;-75.91244369;43.97486035;
Atlantic Avenue Subway Station (IRT);Kings;-73.97794302;40.68474811;
Scribner's, Charles Sons, Building;New York;-73.97767162;40.75734651;
United States Post Office-Glen Cove;Nassau;-73.63237582;40.86316953;
Congregation B'nai Jeshurun and Community House;New York;-73.97608531;40.79024801;
ELMWOOD;Livingston;-77.93084895;42.5816678;
Hulburt, Thomas L., House;Monroe;-77.4529726;43.09321399;
Church of St. Paul the Apostle;New York;-73.98519838;40.76981159;
United States Post Office-Lyons;Wayne;-76.99309537;43.06268774;
Church Street Historic District;Franklin;-74.12914816;44.32705523;
Pier 57;New York;-74.01030768;40.74356818;
St. Mark's Episcopal Church;Orange;-73.98772377;41.33031394;
Pond Eddy Bridge;Sullivan;-74.81972913;41.43934523;
United States Post Office-Ithaca;Tompkins;-76.4962952;42.44112463;
Linlithgo Reformed Church of Livingston;Columbia;-73.77530167;42.14292143;
Southampton Village Historic District Boundary Expansion;Suffolk;-72.38227661;40.8864623;
Corwith, William, House;Suffolk;-72.30570518;40.93615734;
Hamilton County Courthouse Complex;Hamilton;-74.41282328;43.47011357;
Big Duck Ranch;Suffolk;-72.62172318;40.90812295;
Eastman Terrace;Dutchess;-73.93120663;41.69671318;
"Turner Brother???s Building; American Household Storage Company ";Erie;-78.88354882;42.89266756;
Rye Meeting House (Milton Chapel);Westchester;-73.68919592;40.95902404;
Oxford Village Historic District;Chenango;-75.59450591;42.4408524;
Voorlezer's House;Richmond;-74.14754361;40.57150714;
Caffe Cino;New York;-74.0025692;40.7314264;
West Bridge Street, Commercial Building at 32;Greene;-73.86966927;42.2170635;
Dansville Library;Livingston;-77.69646866;42.56216615;
United States Post Office-Lake Placid;Essex;-73.98370675;44.28509348;
Clinton Village Historic District;Oneida;-75.38067284;43.04690783;
Washington Park Historic District;Rensselaer;-73.69249953;42.72415629;
Burnett Farmstead;Ontario;-77.02453638;43.00207404;
East 92nd Street, Houses at 120 and 122;New York;-73.95362453;40.78341907;
Ten Mile River Baptist Church;Sullivan;-75.01653118;41.56029359;
Northport Public Library;Suffolk;-73.34771243;40.9011133;
Derrick Boat No. 8;Oswego;-76.51518646;43.46275863;
Gramercy Park Historic District;New York;-73.98611828;40.73750457;
Waterloo Commercial Historic District;Seneca;-76.8628081;42.90479957;
Dunbar Apartments;New York;-73.93841771;40.82509793;
Bain Commercial Building;Dutchess;-73.92067653;41.60128238;
Wing Hall;Tompkins;-76.47167315;42.446628;
Main Street Historic District;Monroe;-77.93848877;43.21560077;
Donnelly House;Columbia;-73.43343048;42.44705243;
St. Matthew's Episcopal Church;Queens;-73.84922411;40.6961578;
Glens Falls Home for Aged Women;Warren;-73.6327816;43.31129088;
Ausable Club;Essex;-73.7807579;44.15227301;
Smith Flats;Warren;-73.64661706;43.31284047;
Montgomery Place;Dutchess;-73.91861;42.01274797;
Building at 426 South Main Street;Ontario;-77.27782297;42.88093292;
Watrous Peck House;Ontario;-77.52373321;42.86984009;
Hague Baptist Church;Warren;-73.50055717;43.74655406;
DONALD MANN HOUSE;Monroe;-77.80459435;43.00042655;
Saint James Historic District;Suffolk;-73.16258404;40.88439014;
Col. Oliver Hazard Payne Mansion;Ulster;-73.957709;41.80985314;
Fabius Village Historic District;Onondaga;-75.98640791;42.83478246;
Davis Field;Suffolk;-73.0529748;40.75690045;
79th Street Subway Station (IRT);New York;-73.98000061;40.78382739;
Foster-Meeker House;Suffolk;-72.64376661;40.81237167;
210 East 68th Street, Building at;New York;-73.96212521;40.76679831;
Scott, Gen. Winfield, House;New York;-73.99581931;40.73493552;
LeRay, Vincent, House;Jefferson;-76.34274445;44.12635178;
NY, Ontario & Western Railroad Middletown Station;Orange;-74.41313637;41.45230765;
Buckhout-Jones Building;Oswego;-76.51103114;43.45687168;
Strong, Jedediah, House;Albany;-73.82781186;42.76668825;
Moses, Ogilvie, Farmhouse;Livingston;-77.59913069;42.8930203;
ELEANOR (Sailing Sloop);Greene;-73.85931831;42.21133288;
Pulaski Library;Monroe;-77.60002639;43.18658581;
Glenwood (Eddy, Titus, Mansion);Rensselaer;-73.67519661;42.75115788;
Olana;Columbia;-73.82854999;42.21460161;
Old Town Hall (aka: Town of Lake Pleasant Museum);Hamilton;-74.36658615;43.49980104;
Haines, Benjamin, House;Orange;-74.1847699;41.53494799;
Terminal Building;Monroe;-77.6139381;43.15395623;
Lustron Houses of Jermain Street Historic District;Albany;-73.80113303;42.67927326;
Cornell-Van Nostrand House (AKA the Schumacher House);Nassau;-73.687594;40.75718075;
Fuller, James and Lydia, House;Onondaga;-76.43930645;42.94494145;
Chapel House;Albany;-73.8305183;42.68277607;
Chapel of Our Lady Help of Christians;Erie;-78.75374729;42.92613761;
Beckwith Farmhouse;Madison;-75.88525163;42.94781736;
Frisbie, Augustus, House;Herkimer;-74.78663072;43.14298092;
Sea Cliff Railroad Station;Nassau;-73.62571661;40.85211959;
Gilbert Purple House/Northern Tioga Telephone Co.;Tioga;-76.1889391;42.22483562;
New Utrecht Avenue Subway Station (Dual System BRT);Kings;-73.99643636;40.62492625;
Bitely, Thomas, House;Yates;-77.15234832;42.59213119;
Clarke, Luther, House;Tompkins;-76.30052726;42.49016486;
Haskell House;Orange;-74.04197886;41.48311157;
Gloversville Free Library;Fulton;-74.3429948;43.05045697;
Tuttle, Newman, House;Oswego;-76.06362;43.64348238;
Verbeck House;Saratoga;-73.84923041;43.00007367;
Methodist-Episcopal Church of Norwich;Chenango;-75.52349435;42.53350664;
Holland Tunnel;New York;-74.02070688;40.72733091;
St. Patrick's Roman Catholic Church Complex;Albany;-73.80234819;42.47336959;
Methodist Episcopal Church of East DeKalb;St. Lawrence;-75.30133308;44.48305345;
Onderdonk House;Rockland;-73.91875421;41.04765045;
Village of Greenwich Historic District;Washington;-73.49939057;43.09198334;
Johnson Cottage;Franklin;-74.13111768;44.32563309;
Lainhart Farm Complex and Dutch Barn;Albany;-74.0316755;42.72340231;
Gooding Farm;Rensselaer;-73.35976469;42.93520312;
Nott Street School;Schenectady;-73.93107403;42.82101651;
Twilight Park Historic District;Greene;-74.08770903;42.18619441;
Smith-Ely Mansion;Wayne;-76.87296674;43.08529013;
Archer, William, House;Jefferson;-75.98060514;44.00282651;
Greenvale Farm;Dutchess;-73.87968155;41.66998789;
Edenwald Houses;Bronx;-73.84523362;40.88588093;
First Presbyterian Church;Dutchess;-73.9245848;41.70094663;
Chemung Railway Depot, Horseheads;Chemung;-76.82379793;42.16661135;
St. John's Church Complex;Richmond;-74.06325563;40.61149345;
Melville, Herman, Residence;Rensselaer;-73.67878756;42.77344961;
Albany Avenue Historic District;Rensselaer;-73.61505189;42.51763896;
University Club;New York;-73.9756744;40.76148149;
William Nichols Cobblestone Farmhouse;Yates;-77.0398683;42.76060303;
Tracy Farm;Jefferson;-75.99845982;44.15294482;
Illinois Alcohol Company Building;Erie;-78.89859175;42.92317757;
Mansakenning;Dutchess;-73.89924212;41.90500494;
Fairchild Residence;Onondaga;-76.16911705;43.03262239;
Tubman, Harriet, Grave Site;Cayuga;-76.57496541;42.92428944;
Blue Mountain Fire Observation Station;Hamilton;-74.41265844;43.8717788;
Cerny's Bakery;Suffolk;-73.10860721;40.77138679;
Sternbergh House;Schoharie;-74.30183253;42.70238593;
Foster-Hubbard House;Onondaga;-76.16231805;43.03763487;
Van Buren, David, House;Oswego;-76.42847311;43.36088209;
Denny Cottage;Essex;-74.12684584;44.33121189;
South Farmington Friends Cemetery;Ontario;-77.27915274;42.95650418;
Maple Lawn;Orange;-74.01158919;41.52384771;
Langmuir, Irving, House;Schenectady;-73.91953556;42.81514323;
Plashbourne Estate;Westchester;-73.84793831;40.93920343;
Mesick, Jacob P., House;Columbia;-73.72507813;42.21339598;
Sylvester Manor;Suffolk;-72.33820552;41.07989671;
Shay, William, Double House;Dutchess;-73.94969224;41.58695981;
Crown Heights North Historic District;Kings;-73.94691473;40.67420981;
Stillwater Fire Observation Station;Herkimer;-75.02791392;43.86685531;
Woolworth Building;New York;-74.008329;40.71246609;
Elmira Civic Historic District Boundary Amendments;Chemung;-76.80261561;42.08970549;
New York Central & Hudson RR Power Station;Westchester;-73.89971061;40.95133869;
Bayside Cemetery and Gate House;St. Lawrence;-74.99048817;44.6549127;
Glen Haven District No. 4 School and Public Library;Cortland;-76.26733186;42.76084735;
Ferguson Farm Complex;Schenectady;-74.11566682;42.7604768;
Mills, Harriet May, Residence;Onondaga;-76.17349252;43.05409481;
Arnold, Benjamin Walworth, House and Carriage House;Albany;-73.76804787;42.65883743;
Storm King Highway;Orange;-73.98194103;41.42617584;
Saitta House;Kings;-74.0160333;40.61752336;
Richard Pousette-Dart House and Studio;Rockland;-74.09490555;41.16460047;
Stony Kill Farm;Dutchess;-73.95124299;41.54228967;
Catt, Carrie Chapman, House;Westchester;-73.81510323;41.17413438;
Cox, Richard, House;Suffolk;-72.55751266;40.99852105;
Walton Grange/Former Armory;Delaware;-75.13015411;42.16564831;
United States Post Office-Watkins Glen;Schuyler;-76.87229649;42.37912082;
First Presbyterian Church;Schuyler;-76.87381622;42.49985828;
United States Merchant Marine Academy Historic District;Nassau;-73.76204488;40.81174404;
United States Post Office-Troy;Rensselaer;-73.68859601;42.73152454;
Lake View Grange No. 970;Essex;-73.43545771;44.18582972;
Woodlawn Cemetery;Bronx;-73.87250289;40.88958522;
Milliken-Smith Farm;Orange;-74.20887544;41.53455292;
Shute Octagon House;Schenectady;-74.21991616;42.77482881;
Moss Ledge;Franklin;-74.33323712;44.28383227;
Elmendorf Reformed Church;New York;-73.93823899;40.80167357;
Immanuel Union Church;Richmond;-74.13120035;40.62017891;
Church of the Transfiguration;Hamilton;-74.43175209;43.85948442;
Dutch Reformed Church;Orange;-74.00837743;41.50478931;
Laron-Welles Cottage;Franklin;-74.12830011;44.33380291;
Hamilton Union Presbyterian Church;Albany;-73.90876692;42.70366264;
Pine View Farm;Columbia;-73.50333219;42.21609524;
Denton Homestead;Nassau;-73.66280872;40.64246271;
Spangler Bridge;Columbia;-73.59899333;42.4308178;
Woodworth, Abner, House;Yates;-77.05408241;42.69232131;
Aurora Street, House at 17;Cayuga;-76.42285934;42.7101529;
Treemont Manor;Albany;-73.7631196;42.71470093;
Muselman Cottage;Franklin;-74.12984316;44.32281977;
Farrand-Pierson House;Tioga;-76.1742222;42.2702165;
Mecca Temple;New York;-73.97940116;40.7639386;
Earlville Opera House;Chenango;-75.5444873;42.73953741;
Church Park Historic District (Boundary Increase);Orange;-74.32051966;41.39774291;
The Tepee;Otsego;-74.68467081;42.80777502;
Mott Avenue Control House (Interborough Rapid Transit (IRT) Subway Control: Thematic Resources Houses;Bronx;-73.9276288;40.81848405;
Oakfield High School;Genesee;-78.26887304;43.0656288;
Grant Cottage;Saratoga;-73.74318241;43.19996633;
Livingstonville Community Church;Schoharie;-74.26824627;42.48816974;
St. Luke's Episcopal Church;Westchester;-73.6841437;41.25534096;
United States Post Office-Nyack;Rockland;-73.91930297;41.08885129;
Grace Episcopal Church;Onondaga;-76.13488987;43.04569376;
Middlesex Center Methodist Church;Yates;-77.2698362;42.70722899;
Montauk Manor;Suffolk;-71.94921274;41.0486502;
Clermont Estates Historic District;Columbia;-73.90923102;42.10019291;
New Concord Historic District;Columbia;-73.52616355;42.39323945;
First Reformed Protestant Dutch Church of Kingston (NHL);Ulster;-74.01884014;41.93287106;
Syracuse Post Office and Court House;Onondaga;-76.15460543;43.0513106;
Godfrey House and Barn Complex;Livingston;-77.61051595;42.92838331;
Union Church of Pocantico Hills;Westchester;-73.83223272;41.09570959;
Congregation Chevra Linath Hazedeck;Kings;-73.98390261;40.64278746;
Main Street School;Nassau;-73.69645041;40.83074767;
Wilkinson, Jemima, House;Yates;-77.16513121;42.65553704;
Rugby Congregational Church;Kings;-73.93095637;40.65031704;
Harpursville United Methodist Church;Broome;-75.62400076;42.178164;
Terry-Mulford House;Suffolk;-72.27766956;41.15239872;
Stoutenburgh, William, House;Dutchess;-73.91463227;41.78741837;
Common School District # 4 Town of Martinsburg (Loucks District);Lewis;-75.4618677;43.76490169;
West Fulton Methodist Church;Schoharie;-74.46171781;42.56367421;
First Congregational Church;Tioga;-76.18814657;42.30172919;
Christ Building;Nassau;-73.64952287;40.84930118;
Hurricane Mountain Fire Observation Station;Essex;-73.70528275;44.23020889;
Arthur Tavern;Oswego;-76.24933536;43.49522589;
Rockland Road Bridge;Rockland;-73.91916067;41.0350509;
Apthorp Apartments;New York;-73.98088484;40.78375557;
Trinity Chapel Complex;New York;-73.98982956;40.74373757;
Onderdonk, Horatio Gates, House;Nassau;-73.69228224;40.79409971;
Apostle House at 109 Eleventh Street;Nassau;-73.63908336;40.73095591;
Hyatt, Caleb, House;Westchester;-73.8001507;40.98163191;
Crescent Methodist Episcopal Church;Saratoga;-73.73116456;42.82506706;
Curtis-Crumb Farm;Monroe;-77.78100502;43.30699917;
